2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-19 20:04:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:04:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.02'}
2026-07-19 20:04:12 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:04:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:04:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:04:17 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:04:22 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:04:27 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:32 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:04:37 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:42 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:47 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:47 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:04:52 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:04:57 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:02 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:05:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:12 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.02'}
2026-07-19 20:05:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.02'}
2026-07-19 20:05:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.02'}
2026-07-19 20:05:17 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:05:22 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.02'}
2026-07-19 20:05:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:05:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:05:38 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 0}
2026-07-19 20:05:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:05:53 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:05:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:06:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:06:03 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:06:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:06:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.03'}
2026-07-19 20:06:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.07'}
2026-07-19 20:06:18 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:06:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:06:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:06:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:06:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:06:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.07'}
2026-07-19 20:06:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:06:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:06:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:07:09 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:19 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:07:24 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:29 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:34 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:07:39 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:44 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:07:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:49 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:07:54 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:07:59 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:08:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.06'}
2026-07-19 20:08:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:08:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:08:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:08:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:08:25 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:08:30 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.04'}
2026-07-19 20:08:35 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:08:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:08:50 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:09:05 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=2.1%,dir_eff=0.05'}
2026-07-19 20:09:05 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:09:20 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:09:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:09:51 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:10:06 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'USUSDT'}
2026-07-19 20:10:06 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'USUSDT', 'old': 0.043076, 'new': 0.043683}
2026-07-19 20:10:06 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'USUSDT', 'level': 0.043076}
2026-07-19 20:10:06 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:10:06 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'USUSDT', 'level': 0.043683, 'close_below': 14}
2026-07-19 20:10:21 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:10:36 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:10:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:11:07 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 4, 'block_threshold': 4}
2026-07-19 20:11:22 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:11:37 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:11:52 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:12:08 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:12:23 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 20:12:38 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 20:12:42 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'USUSDT', 'level': 0.044728, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.58}
2026-07-19 20:12:42 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'USUSDT', 'level': 0.044728, 'close_below': 27}
2026-07-19 20:12:53 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 5, 'block_threshold': 4}
2026-07-19 20:14:04 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'BUSDT', 'level': 0.24751818181818183, 'level_type': 'wick_level', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-19 20:14:04 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BUSDT', 'level': 0.2448}
2026-07-19 20:14:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 6, 'block_threshold': 4}
2026-07-19 20:14:04 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'BUSDT', 'level': 0.2448, 'approach_count': 6}
2026-07-19 20:14:04 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'BUSDT', 'resistance': 0.24751818181818183, 'from_support': 0.2448}
2026-07-19 20:14:04 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'BUSDT', 'level': 0.24751818181818183, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-19 20:15:41 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 0}
2026-07-19 20:21:42 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.22333, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.05}
2026-07-19 20:21:43 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BANKUSDT', 'level': 0.20287, 'strength': 3}
2026-07-19 20:22:43 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BANKUSDT', 'level': 0.20287, 'current': 0.2255, 'distance_pct': 10.0}
2026-07-19 20:22:43 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.20287}
2026-07-19 20:23:42 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0018196, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.25}
2026-07-19 20:23:43 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0017521, 'strength': 5}
2026-07-19 20:25:44 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 2, 'new': 0}
2026-07-19 20:29:42 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'ESPORTSUSDT', 'level': 0.02098, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.32}
2026-07-19 20:29:42 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ESPORTSUSDT', 'health': 25, 'broken': 0, 'correction': '197%'}
2026-07-19 20:30:31 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ESPORTSUSDT'}
2026-07-19 20:30:31 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'ESPORTSUSDT', 'health': 25, 'broken': 0, 'correction': '197%'}
2026-07-19 20:34:09 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BANKUSDT'}
2026-07-19 20:34:09 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'BANKUSDT', 'level': 0.22333, 'close_below': 7}
2026-07-19 20:35:47 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-19 20:36:56 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'AKEUSDT'}
2026-07-19 20:36:56 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'AKEUSDT', 'old': 0.0017521, 'new': 0.00181805}
2026-07-19 20:36:56 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0017521}
2026-07-19 20:36:56 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.00181805, 'strength': 3}
2026-07-19 20:45:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'USUSDT', 'level': 0.044728, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.47}
2026-07-19 20:45:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'USUSDT', 'level': 0.043692, 'strength': 3}
2026-07-19 20:45:49 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 1, 'new': 0}
2026-07-19 20:46:02 | INFO | config:remove:75 | Token removed | {'symbol': 'TRADOORUSDT'}
2026-07-19 20:46:02 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'TRADOORUSDT', 'level': 0.48932}
2026-07-19 20:46:02 | INFO | __main__:_monitor_health_loop:1767 | Symbol removed by monitor health check | {'symbol': 'TRADOORUSDT', 'natr_5m': 0.75, 'trades_1m': 92}
2026-07-19 20:47:49 | INFO | __main__:_proximity_loop:1381 | Weak level touch resolved | {'symbol': 'SYNUSDT', 'level': 0.21152, 'event': 'bounce', 'fill_depth': 0.29311649016641894}
2026-07-19 20:50:13 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'TLMUSDT', 'level': 0.002366, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.43}
2026-07-19 20:50:13 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TLMUSDT', 'level': 0.002366, 'strength': 5}
2026-07-19 20:51:13 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BUSDT', 'level': 0.2448, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.09}
2026-07-19 20:51:13 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'HOMEUSDT', 'level': 0.00751, 'type': 'pump_base', 'strength': 5, 'dist_atr': 3.5}
2026-07-19 20:51:14 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.24039, 'strength': 5}
2026-07-19 20:51:43 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'BANKUSDT', 'level': 0.22333, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.76}
2026-07-19 20:51:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BANKUSDT', 'level': 0.20269, 'strength': 3}
2026-07-19 20:52:44 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'BANKUSDT', 'level': 0.20269, 'current': 0.22867, 'distance_pct': 11.4}
2026-07-19 20:52:44 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'BANKUSDT', 'level': 0.20269}
2026-07-19 20:52:44 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BANKUSDT', 'level': 0.20263, 'strength': 3}
2026-07-19 20:54:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
2026-07-19 20:54:14 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'TLMUSDT', 'level': 0.002366, 'distance_pct': 1.784973017849733}
2026-07-19 20:54:14 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.61'}
